No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
3,Jack Otis,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/jackotishsvs,jackotishsvs,Joliet,2023-24,div3,jolietjuniorcollege,2024
5,Ryan Holloway,OF,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/ryanhollowayb6lw,ryanhollowayb6lw,Joliet,2023-24,div3,jolietjuniorcollege,2024
7,Mateo Villagomez,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/mateovillagomezirnq,mateovillagomezirnq,Joliet,2023-24,div3,jolietjuniorcollege,2024
8,Mike Jeffers,C,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/mikejeffers8iia,mikejeffers8iia,Joliet,2023-24,div3,jolietjuniorcollege,2024
10,Jaden Jackson,OF,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/jadenjacksoncbs7,jadenjacksoncbs7,Joliet,2023-24,div3,jolietjuniorcollege,2024
12,Mason Heitzler,IF,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/masonheitzlerptgn,masonheitzlerptgn,Joliet,2023-24,div3,jolietjuniorcollege,2024
13,Ben Hokanson,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/benhokansonc9d9,benhokansonc9d9,Joliet,2023-24,div3,jolietjuniorcollege,2024
15,Jaren Jackson,IF,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/jarenjacksons33n,jarenjacksons33n,Joliet,2023-24,div3,jolietjuniorcollege,2024
17,Josiah McGee,IF,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/josiahmcgeetceh,josiahmcgeetceh,Joliet,2023-24,div3,jolietjuniorcollege,2024
18,Dalton Strode,IF/OF,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/daltonstrodejv7y,daltonstrodejv7y,Joliet,2023-24,div3,jolietjuniorcollege,2024
19,Connor Bird,RHP,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/connorbirdop3y,connorbirdop3y,Joliet,2023-24,div3,jolietjuniorcollege,2024
20,Max Mallindine,IF/OF,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/maxmallindinei333,maxmallindinei333,Joliet,2023-24,div3,jolietjuniorcollege,2024
21,Matt Medlin,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/mattmedlin3dav,mattmedlin3dav,Joliet,2023-24,div3,jolietjuniorcollege,2024
22,Mitch Thomas,OF,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/mitchthomasne7d,mitchthomasne7d,Joliet,2023-24,div3,jolietjuniorcollege,2024
23,Gavin Sebby,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/gavinsebbymk3e,gavinsebbymk3e,Joliet,2023-24,div3,jolietjuniorcollege,2024
24,Dillon Hinojosa,IF,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/dillonhinojosayr0o,dillonhinojosayr0o,Joliet,2023-24,div3,jolietjuniorcollege,2024
25,Bobby Russell,OF,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/bobbyrussellpgos,bobbyrussellpgos,Joliet,2023-24,div3,jolietjuniorcollege,2024
27,Aiden Van Duzer,C/IF,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/aidenvanduzer2hfo,aidenvanduzer2hfo,Joliet,2023-24,div3,jolietjuniorcollege,2024
28,Cooper Hertz,C,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/cooperhertz0q39,cooperhertz0q39,Joliet,2023-24,div3,jolietjuniorcollege,2024
29,Josh Ladislas,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/joshladislastae5,joshladislastae5,Joliet,2023-24,div3,jolietjuniorcollege,2024
30,Brandon Cusack,RHP,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/brandoncusack1yvv,brandoncusack1yvv,Joliet,2023-24,div3,jolietjuniorcollege,2024
31,Adam Mellema,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/adammellemar76t,adammellemar76t,Joliet,2023-24,div3,jolietjuniorcollege,2024
32,Michael Vesely,IF/OF,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/michaelveselyxgu6,michaelveselyxgu6,Joliet,2023-24,div3,jolietjuniorcollege,2024
33,Hobbs Dunne,IF,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/hobbsdunnezov3,hobbsdunnezov3,Joliet,2023-24,div3,jolietjuniorcollege,2024
34,Dylan Scafuri,IF,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/dylanscafurimdjs,dylanscafurimdjs,Joliet,2023-24,div3,jolietjuniorcollege,2024
35,Jack West,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/jackwestw1si,jackwestw1si,Joliet,2023-24,div3,jolietjuniorcollege,2024
36,Zack Tarrant,IF,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/zacktarrantc5x9,zacktarrantc5x9,Joliet,2023-24,div3,jolietjuniorcollege,2024
38,Dylan Garrelts,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/dylangarreltsdrhm,dylangarreltsdrhm,Joliet,2023-24,div3,jolietjuniorcollege,2024
39,Matt Kelliher,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/mattkelliher192k,mattkelliher192k,Joliet,2023-24,div3,jolietjuniorcollege,2024
40,Alijah Rainey,IF,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/alijahraineyyw6n,alijahraineyyw6n,Joliet,2023-24,div3,jolietjuniorcollege,2024
41,Matt Donovan,RHP,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/mattdonovanreet,mattdonovanreet,Joliet,2023-24,div3,jolietjuniorcollege,2024
42,Brett Snyder,RHP,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/brettsnydert9cm,brettsnydert9cm,Joliet,2023-24,div3,jolietjuniorcollege,2024
44,Preston Vowell,IF,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/prestonvowell501i,prestonvowell501i,Joliet,2023-24,div3,jolietjuniorcollege,2024
45,Christopher Webb,OF/C,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/christopherwebb57kl,christopherwebb57kl,Joliet,2023-24,div3,jolietjuniorcollege,2024
46,Anthony Rizo,LHP,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/anthonyrizo3bam,anthonyrizo3bam,Joliet,2023-24,div3,jolietjuniorcollege,2024
50,Evan Metzler,RHP,Fr,https://www.njcaa.org/sports/bsb/2023-24/div3/players/evanmetzlerwvak,evanmetzlerwvak,Joliet,2023-24,div3,jolietjuniorcollege,2024
51,George Limacher,RHP,So,https://www.njcaa.org/sports/bsb/2023-24/div3/players/georgelimacherkvlx,georgelimacherkvlx,Joliet,2023-24,div3,jolietjuniorcollege,2024
