No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
2,Bryan Velasco,IF/RHP,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/bryanvelascojyis,bryanvelascojyis,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
3,Kenyata Diamond,IF/OF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/kenyatadiamond2vzn,kenyatadiamond2vzn,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
4,Carter Olson,OF/C,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/carterolsonrt9w,carterolsonrt9w,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
5,John Michael Gonzalez Jr.,OF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/johnmichaelgonzalezjruzaa,johnmichaelgonzalezjruzaa,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
7,Jake Ouweneel,RHP,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/jakeouweneeljjr6,jakeouweneeljjr6,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
8,Esteban Ruelas,LHP,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/estebanruelashoki,estebanruelashoki,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
9,Brandon Renick,UTL/RHP,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/brandonrenickju19,brandonrenickju19,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
10,Julian de Alva,IF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/juliandealvainr4,juliandealvainr4,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
11,Jean Carlos Rivera,UTL/RHP,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/jeancarlosrivera8n1f,jeancarlosrivera8n1f,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
13,Adrian De La Rosa,OF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/adriandelarosaingo,adriandelarosaingo,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
15,Orlando Rodriguez,RHP/IF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/orlandorodriguezex2v,orlandorodriguezex2v,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
16,Jesse Huerta Jr.,OF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/jessehuertajr5m9f,jessehuertajr5m9f,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
17,Tucker Hauschen,OF,So,https://www.njcaa.org/sports/bsb/2020-21/div3/players/tuckerhauschennby2,tuckerhauschennby2,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
18,Antonio Garcia,IF/RHP,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/antoniogarcia8kcv,antoniogarcia8kcv,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
21,Mateo Sierras,IF/RHP/C,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/mateosierraswgr0,mateosierraswgr0,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
23,Elyjah Wahlstrom,RHP,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/elyjahwahlstrommxnb,elyjahwahlstrommxnb,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
25,John Hudson,C,So,https://www.njcaa.org/sports/bsb/2020-21/div3/players/johnhudsonn6nk,johnhudsonn6nk,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
26,Emilio Gonzalez,RHP,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/emiliogonzalezl9oe,emiliogonzalezl9oe,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
27,Erik De Jesus,RHP,Fr,https://www.njcaa.org/sports/bsb/2020-21/div3/players/erikdejesusevju,erikdejesusevju,Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
