No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Micah O'Neal,OF,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/micahonealbpp4,micahonealbpp4,Harper,2022-23,div3,harpercollege,2023
2,Justin Gadomski,IF,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/justingadomskipggt,justingadomskipggt,Harper,2022-23,div3,harpercollege,2023
3,JT Adams,P,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/jtadams6oom,jtadams6oom,Harper,2022-23,div3,harpercollege,2023
4,Logan Leber,IF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/loganleber22sy,loganleber22sy,Harper,2022-23,div3,harpercollege,2023
5,Alberto Serna,C,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/albertoserna9xqk,albertoserna9xqk,Harper,2022-23,div3,harpercollege,2023
8,Nic Castrovillari,IF,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/niccastrovillarins4t,niccastrovillarins4t,Harper,2022-23,div3,harpercollege,2023
9,Kyle Odeshoo,C,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/kyleodeshoogk63,kyleodeshoogk63,Harper,2022-23,div3,harpercollege,2023
11,Quinton Johnston,P/IF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/quintonjohnstonr2r8,quintonjohnstonr2r8,Harper,2022-23,div3,harpercollege,2023
12,Tommy Jusi,OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/tommyjusij2cn,tommyjusij2cn,Harper,2022-23,div3,harpercollege,2023
13,Ehinger Adrianza,IF,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/ehingeradrianzakx0m,ehingeradrianzakx0m,Harper,2022-23,div3,harpercollege,2023
15,Justin Cappis,C,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/justincappisx422,justincappisx422,Harper,2022-23,div3,harpercollege,2023
17,Sean Holbrook,C,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/seanholbrookpo0c,seanholbrookpo0c,Harper,2022-23,div3,harpercollege,2023
19,Shawn Lacy,P,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/shawnlacy9qvp,shawnlacy9qvp,Harper,2022-23,div3,harpercollege,2023
21,John Swiderek,IF/OF,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/johnswiderek4i9j,johnswiderek4i9j,Harper,2022-23,div3,harpercollege,2023
22,Nic Swanson,OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/nicswansonz37m,nicswansonz37m,Harper,2022-23,div3,harpercollege,2023
23,Jason Gutkowski,P,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/jasongutkowskif0s1,jasongutkowskif0s1,Harper,2022-23,div3,harpercollege,2023
24,George Betevis,OF,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/georgebetevisyoh8,georgebetevisyoh8,Harper,2022-23,div3,harpercollege,2023
25,Stevie Churak,P,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/steviechurakob1h,steviechurakob1h,Harper,2022-23,div3,harpercollege,2023
27,Matthew Schalk,IF,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/matthewschalkco6g,matthewschalkco6g,Harper,2022-23,div3,harpercollege,2023
28,Tyler Spiecker,IF,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/tylerspieckerno7g,tylerspieckerno7g,Harper,2022-23,div3,harpercollege,2023
29,Antonio DeBartolo,P,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/antoniodebartolonv4d,antoniodebartolonv4d,Harper,2022-23,div3,harpercollege,2023
31,Jermaine Salcedo,P,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/jermainesalcedok9nd,jermainesalcedok9nd,Harper,2022-23,div3,harpercollege,2023
32,Kaleb Nelson,IF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/kalebnelsonhw9x,kalebnelsonhw9x,Harper,2022-23,div3,harpercollege,2023
34,Cole Ratliff,OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/coleratliffw1px,coleratliffw1px,Harper,2022-23,div3,harpercollege,2023
36,Joey Bisesi,P,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/joeybisesicsc1,joeybisesicsc1,Harper,2022-23,div3,harpercollege,2023
37,Alex Birt,OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/alexbirtq4jw,alexbirtq4jw,Harper,2022-23,div3,harpercollege,2023
38,Michael Budorick,OF/IF,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/michaelbudorickr9vs,michaelbudorickr9vs,Harper,2022-23,div3,harpercollege,2023
40,Connor FitzGerald,P,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/connorfitzgeralddfl5,connorfitzgeralddfl5,Harper,2022-23,div3,harpercollege,2023
54,Brandon West,P,So,https://www.njcaa.org/sports/bsb/2022-23/div3/players/brandonwesttmqo,brandonwesttmqo,Harper,2022-23,div3,harpercollege,2023
56,Steven Byrne,P,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/stevenbyrned07u,stevenbyrned07u,Harper,2022-23,div3,harpercollege,2023
70,Greg Jordan,P/IF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/gregjordan9jx7,gregjordan9jx7,Harper,2022-23,div3,harpercollege,2023
77,Tommy Gargano,IF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/tommygarganowu3q,tommygarganowu3q,Harper,2022-23,div3,harpercollege,2023
99,Michael Del Genio,P/OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div3/players/michaeldelgenio92oi,michaeldelgenio92oi,Harper,2022-23,div3,harpercollege,2023
