No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Tyrell Burnett,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/tyrellburnetth0fc,tyrellburnetth0fc,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
2,Wes Warnock,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/weswarnockx2ru,weswarnockx2ru,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
3,G.W. Pigott,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/gwpigottbzlf,gwpigottbzlf,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
4,Hayden Graves,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/haydengraves59p5,haydengraves59p5,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
5,Kieran Theriot,UTIL,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/kierantheriot295e,kierantheriot295e,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
6,Brennan Duhe,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/brennanduhe4r3r,brennanduhe4r3r,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
7,Chad Dudenhefer,INF,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/chaddudenhefern0jx,chaddudenhefern0jx,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
8,Baylor Leonard,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/baylorleonardmw3v,baylorleonardmw3v,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
10,Chris Smith,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/chrissmithn60h,chrissmithn60h,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
11,Spencer Roberson,RF,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/spencerrobersonpztn,spencerrobersonpztn,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
12,Darren Johnson,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/darrenjohnsonv8cy,darrenjohnsonv8cy,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
13,Reed Roberts,INF,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/reedrobertskzba,reedrobertskzba,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
14,Kris Higgenbottom,LHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/krishiggenbottom0lns,krishiggenbottom0lns,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
15,Luke Smith,RHP,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/lukesmitho8lk,lukesmitho8lk,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
16,Jeremiah Farmer,C,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/jeremiahfarmer4imc,jeremiahfarmer4imc,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
17,Landon Comer,RHP,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/landoncomerkfnm,landoncomerkfnm,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
18,Haden Luke,RHP,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/hadenlukei7rr,hadenlukei7rr,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
19,Dylan Dendy,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/dylandendywwge,dylandendywwge,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
21,Patrick Martin,RHP,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/patrickmartinw1ti,patrickmartinw1ti,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
22,Chett Mcdaniel,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/chettmcdanielau9u,chettmcdanielau9u,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
23,Davione Hull,OF,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/davionehullmipx,davionehullmipx,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
24,Channing Lackey,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/channinglackeyp14r,channinglackeyp14r,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
25,Shemaar Stapleton,OF,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/shemaarstapletonw8ml,shemaarstapletonw8ml,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
27,James Hill,OF,So.,https://www.njcaa.org//sports/bsb/2021-22/div2/players/jameshillx7e2,jameshillx7e2,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
28,Ty Kuykendall,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/tykuykendalldc2x,tykuykendalldc2x,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
29,Dre Moore,,Fr,https://www.njcaa.org//sports/bsb/2021-22/div2/players/dremoore5is4,dremoore5is4,Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
