No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
0,Emmett Jefferson,OF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/emmettjeffersondu46,emmettjeffersondu46,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
1,Sean Sullivan,OF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/seansullivan4m27,seansullivan4m27,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
2,Gianni Romanello,INF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/gianniromanellomh41,gianniromanellomh41,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
3,Greg Bello,INF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/gregbellor4w5,gregbellor4w5,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
4,Brian Hogate,P,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/brianhogatefise,brianhogatefise,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
5,Jacob Bowman,INF/OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/jacobbowman24hf,jacobbowman24hf,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
6,Shea DeFalco,P,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/sheadefalco0uhy,sheadefalco0uhy,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
7,Andre Juhasz,OF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/andrejuhaszefej,andrejuhaszefej,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
8,Tyler Muscat,INF/OF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/tylermuscat1731,tylermuscat1731,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
9,Josh Cope,C,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/joshcopej89x,joshcopej89x,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
10,Josh Valente,C,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/joshvalenteclt7,joshvalenteclt7,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
11,Tanner Bray,INF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/tannerbrayj33f,tannerbrayj33f,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
13,Skye Jones,OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/skyejones1v9l,skyejones1v9l,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
14,Derek Francis,C,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/derekfrancisbjfn,derekfrancisbjfn,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
15,Zach Oquist,P,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/zachoquisttroo,zachoquisttroo,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
16,Jack Ratliff,P,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/jackratliffo70b,jackratliffo70b,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
17,Trevor Golden,P,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/trevorgoldenxlk5,trevorgoldenxlk5,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
18,Dom DiMillo,P,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/domdimillo243r,domdimillo243r,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
20,Sam Norton,INF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/samnortonw9bd,samnortonw9bd,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
21,Bryson Walker,P,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/brysonwalkeriffj,brysonwalkeriffj,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
24,Sammy Edwards,P,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/sammyedwardsqkwq,sammyedwardsqkwq,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
28,Anthony Hausner,P/INF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/anthonyhausnerq2al,anthonyhausnerq2al,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
34,Joe Swanekamp,P/OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/joeswanekampkdpk,joeswanekampkdpk,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
44,Isaiah Morris,INF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/isaiahmorrisigye,isaiahmorrisigye,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
99,Chris Campanella,P,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/chriscampanellat1xu,chriscampanellat1xu,Guilford Tech,2022-23,div2,guilfordtechnicalcommunitycollege,2023
