No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
2,Matt Wagner,IF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/mattwagnerpnj0,mattwagnerpnj0,Monroe CC,2016-17,div2,monroecommunitycollege,2017
3,Ryan Boutelle,OF,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/ryanboutelleqr2n,ryanboutelleqr2n,Monroe CC,2016-17,div2,monroecommunitycollege,2017
5,Michael Perlo,C,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/michaelperlo9fr7,michaelperlo9fr7,Monroe CC,2016-17,div2,monroecommunitycollege,2017
6,Justin Bunting,IF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/justinbuntingdflz,justinbuntingdflz,Monroe CC,2016-17,div2,monroecommunitycollege,2017
7,Ryan Brown,OF,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/ryanbrowni59w,ryanbrowni59w,Monroe CC,2016-17,div2,monroecommunitycollege,2017
8,Frankie Pizzo,IF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/frankiepizzoj1cs,frankiepizzoj1cs,Monroe CC,2016-17,div2,monroecommunitycollege,2017
9,Jonathan Catapano,OF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/jonathancatapanoefex,jonathancatapanoefex,Monroe CC,2016-17,div2,monroecommunitycollege,2017
10,Jordan Kowalski,IF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/jordankowalskiov4o,jordankowalskiov4o,Monroe CC,2016-17,div2,monroecommunitycollege,2017
12,Alex Canty,IF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/alexcanty9d83,alexcanty9d83,Monroe CC,2016-17,div2,monroecommunitycollege,2017
13,Henry Buholtz,LHP,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/henrybuholtzu22b,henrybuholtzu22b,Monroe CC,2016-17,div2,monroecommunitycollege,2017
14,Nick Ficarella,C,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/nickficarella9zm1,nickficarella9zm1,Monroe CC,2016-17,div2,monroecommunitycollege,2017
15,Damien Clarke,LHP,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/damienclarkezqn3,damienclarkezqn3,Monroe CC,2016-17,div2,monroecommunitycollege,2017
16,Aaron Beck,RHP,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/aaronbecknh5y,aaronbecknh5y,Monroe CC,2016-17,div2,monroecommunitycollege,2017
18,Connor Hurst,LHP,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/connorhurstfcv1,connorhurstfcv1,Monroe CC,2016-17,div2,monroecommunitycollege,2017
21,John Ricotta,IF,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/johnricottarb72,johnricottarb72,Monroe CC,2016-17,div2,monroecommunitycollege,2017
22,Colin Johnston,RHP,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/colinjohnston618o,colinjohnston618o,Monroe CC,2016-17,div2,monroecommunitycollege,2017
23,Nick Rubino,RHP/OF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/nickrubinooswr,nickrubinooswr,Monroe CC,2016-17,div2,monroecommunitycollege,2017
28,Ricky Sisto,OF/IF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/rickysistoo9ar,rickysistoo9ar,Monroe CC,2016-17,div2,monroecommunitycollege,2017
29,Andrew Czubaj,C,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/andrewczubajqo9u,andrewczubajqo9u,Monroe CC,2016-17,div2,monroecommunitycollege,2017
31,Tim Brown,LHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/timbrown2jib,timbrown2jib,Monroe CC,2016-17,div2,monroecommunitycollege,2017
32,Stuart Martin,RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/stuartmartinc9w3,stuartmartinc9w3,Monroe CC,2016-17,div2,monroecommunitycollege,2017
33,Hudsen Hagland,RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/hudsenhaglandixbz,hudsenhaglandixbz,Monroe CC,2016-17,div2,monroecommunitycollege,2017
34,Jake Hewitt,RHP/OF,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/jakehewitta1zd,jakehewitta1zd,Monroe CC,2016-17,div2,monroecommunitycollege,2017
35,Ryan Marketell,RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/ryanmarketellc3bc,ryanmarketellc3bc,Monroe CC,2016-17,div2,monroecommunitycollege,2017
37,Nick Jackson,RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/nickjacksonsr9h,nickjacksonsr9h,Monroe CC,2016-17,div2,monroecommunitycollege,2017
41,Patrick Connor,LHP,So,https://www.njcaa.org/sports/bsb/2016-17/div2/players/patrickconnorlzsu,patrickconnorlzsu,Monroe CC,2016-17,div2,monroecommunitycollege,2017
44,Brent Turpyn,IF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div2/players/brentturpyn5ex8,brentturpyn5ex8,Monroe CC,2016-17,div2,monroecommunitycollege,2017
