No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Christian Rush,OF / LHP,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/christianrush9fdy,christianrush9fdy,Lackawanna,2022-23,div2,lackawannacollege,2023
2,Brayden D'amico,INF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/braydendamicogvv5,braydendamicogvv5,Lackawanna,2022-23,div2,lackawannacollege,2023
3,Zach Walsh,OF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/zachwalsh47jh,zachwalsh47jh,Lackawanna,2022-23,div2,lackawannacollege,2023
4,Joseph Wileczek,INF / RHP,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/josephwileczekm6xk,josephwileczekm6xk,Lackawanna,2022-23,div2,lackawannacollege,2023
5,Vincent Proietto,OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/vincentproiettowxmi,vincentproiettowxmi,Lackawanna,2022-23,div2,lackawannacollege,2023
7,Ranciel Ventura,INF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/rancielventuratp4q,rancielventuratp4q,Lackawanna,2022-23,div2,lackawannacollege,2023
8,Cody Colon,OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/codycolonwhd1,codycolonwhd1,Lackawanna,2022-23,div2,lackawannacollege,2023
9,Jace Cunnane,RHP,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/jacecunnane9d2h,jacecunnane9d2h,Lackawanna,2022-23,div2,lackawannacollege,2023
10,Joseph Manderano,Utl,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/josephmanderano55gc,josephmanderano55gc,Lackawanna,2022-23,div2,lackawannacollege,2023
11,Cole Casamento,C,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/colecasamentonvyx,colecasamentonvyx,Lackawanna,2022-23,div2,lackawannacollege,2023
12,Spencer Butz,OF,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/spencerbutzymq0,spencerbutzymq0,Lackawanna,2022-23,div2,lackawannacollege,2023
13,Nathan Russell,RHP,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/nathanrussellpgzv,nathanrussellpgzv,Lackawanna,2022-23,div2,lackawannacollege,2023
14,Ty Morris,RHP,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/tymorrism10f,tymorrism10f,Lackawanna,2022-23,div2,lackawannacollege,2023
15,Ben Riddick,C / RHP,So,https://www.njcaa.org/sports/bsb/2022-23/div2/players/benriddick14le,benriddick14le,Lackawanna,2022-23,div2,lackawannacollege,2023
16,Donald Healey,OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div2/players/donaldhealey9sn7,donaldhealey9sn7,Lackawanna,2022-23,div2,lackawannacollege,2023
