No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
00,Nick Derosa,LHP,Fr,https://www.njcaa.org/sports/bsb/2018-19/div2/players/nickderosapy9a,nickderosapy9a,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
1,Brandon Scheidemantle,OF,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/brandonscheidemantle64e1,brandonscheidemantle64e1,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
3,Dan Klase,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/danklasel2yv,danklasel2yv,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
4,Robby Korff,C,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/robbykorff64gn,robbykorff64gn,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
5,Santos Cruz,UTIL,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/santoscruzos9n,santoscruzos9n,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
6,Devin Bishop,OF,Fr,https://www.njcaa.org/sports/bsb/2018-19/div2/players/devinbishop1cwo,devinbishop1cwo,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
7,Robert McQueen,OF,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/robertmcqueenj7ba,robertmcqueenj7ba,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
8,Ryan Rapp,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/ryanrapp7w5q,ryanrapp7w5q,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
9,Korey Shoupe,INF,Fr,https://www.njcaa.org/sports/bsb/2018-19/div2/players/koreyshoupe819t,koreyshoupe819t,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
11,Donovan Skibinski,INF,Fr,https://www.njcaa.org/sports/bsb/2018-19/div2/players/donovanskibinskiphhe,donovanskibinskiphhe,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
12,Aaron Pawlak,OF,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/aaronpawlakmmdb,aaronpawlakmmdb,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
13,Casey Radka,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/caseyradkacqgj,caseyradkacqgj,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
14,Jack Tumulty,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/jacktumultyrioy,jacktumultyrioy,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
15,Jacob Harsany,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/jacobharsanyuz6o,jacobharsanyuz6o,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
16,Nolan Waters,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/nolanwaters3gk2,nolanwaters3gk2,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
18,Benny Dettore,OF,Fr,https://www.njcaa.org/sports/bsb/2018-19/div2/players/bennydettorejjli,bennydettorejjli,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
19,Joe Gammon,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/joegammonzabu,joegammonzabu,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
20,Ricky Handel Jr.,LHP,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/rickyhandeljr8wo7,rickyhandeljr8wo7,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
21,Nick Petrolla,INF,So,https://www.njcaa.org/sports/bsb/2018-19/div2/players/nickpetrollacod3,nickpetrollacod3,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
22,Brendan Hofacre,LHP,Fr,https://www.njcaa.org/sports/bsb/2018-19/div2/players/brendanhofacre7txy,brendanhofacre7txy,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
23,Nicholas Rivera,UTIL,Fr,https://www.njcaa.org/sports/bsb/2018-19/div2/players/nicholasriverac54t,nicholasriverac54t,Mercyhurst North East,2018-19,div2,mercyhurstnortheast,2019
