No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Marcos De La Cruz,INF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/marcosdelacruzvf0g,marcosdelacruzvf0g,Lake Land,2016-17,div1,lakelandcollege,2017
2,Angel Lopez,INF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/angellopezqjjq,angellopezqjjq,Lake Land,2016-17,div1,lakelandcollege,2017
3,Braden McNeely,P,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/bradenmcneelyg10n,bradenmcneelyg10n,Lake Land,2016-17,div1,lakelandcollege,2017
4,Jake McClellan,C,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/jakemcclellan9tb8,jakemcclellan9tb8,Lake Land,2016-17,div1,lakelandcollege,2017
6,Adam Cox,INF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/adamcox5clu,adamcox5clu,Lake Land,2016-17,div1,lakelandcollege,2017
7,Dallas Wilson,OF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/dallaswilson03ia,dallaswilson03ia,Lake Land,2016-17,div1,lakelandcollege,2017
8,Felix Baez,INF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/felixbaezguis,felixbaezguis,Lake Land,2016-17,div1,lakelandcollege,2017
9,Ben Sweeney,P,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/bensweeney12hp,bensweeney12hp,Lake Land,2016-17,div1,lakelandcollege,2017
10,Clayton Slifer,P,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/claytonsliferqtth,claytonsliferqtth,Lake Land,2016-17,div1,lakelandcollege,2017
11,Devon Still,P,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/devonstillpw78,devonstillpw78,Lake Land,2016-17,div1,lakelandcollege,2017
12,Sheldon Meyer,OF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/sheldonmeyerm76i,sheldonmeyerm76i,Lake Land,2016-17,div1,lakelandcollege,2017
13,Anthony Morales,C,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/anthonymoralesncpl,anthonymoralesncpl,Lake Land,2016-17,div1,lakelandcollege,2017
14,Tyler Haake,P,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/tylerhaakesjh6,tylerhaakesjh6,Lake Land,2016-17,div1,lakelandcollege,2017
15,Peyton Hagerman,P,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/peytonhagermanud6i,peytonhagermanud6i,Lake Land,2016-17,div1,lakelandcollege,2017
16,Bryan Melendez,OF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/bryanmelendezg7t4,bryanmelendezg7t4,Lake Land,2016-17,div1,lakelandcollege,2017
18,Blake Marks,P,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/blakemarks94td,blakemarks94td,Lake Land,2016-17,div1,lakelandcollege,2017
20,Jordan Thoele,OF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/jordanthoelenma7,jordanthoelenma7,Lake Land,2016-17,div1,lakelandcollege,2017
22,Pedro Otero,OF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/pedrooterofso8,pedrooterofso8,Lake Land,2016-17,div1,lakelandcollege,2017
23,Alex Moore,P,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/alexmooreofqw,alexmooreofqw,Lake Land,2016-17,div1,lakelandcollege,2017
25,Randall Winger,INF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/randallwinger01dp,randallwinger01dp,Lake Land,2016-17,div1,lakelandcollege,2017
27,Luis Dominguez,INF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/luisdominguezbfcf,luisdominguezbfcf,Lake Land,2016-17,div1,lakelandcollege,2017
30,Parker Nolan,P,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/parkernolannva5,parkernolannva5,Lake Land,2016-17,div1,lakelandcollege,2017
34,Josh Sampoll,P,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/joshsampolltgva,joshsampolltgva,Lake Land,2016-17,div1,lakelandcollege,2017
35,Brady Cappe,P,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/bradycappexq4v,bradycappexq4v,Lake Land,2016-17,div1,lakelandcollege,2017
