No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Tariq Bacon,OF,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/tariqbacon4a7m,tariqbacon4a7m,Central Florida,2018-19,div1,collegeofcentralflorida,2019
2,Miguel Alba,RHP,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/miguelalbagr3q,miguelalbagr3q,Central Florida,2018-19,div1,collegeofcentralflorida,2019
3,John Fiorenza,C,So.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/johnfiorenzaowel,johnfiorenzaowel,Central Florida,2018-19,div1,collegeofcentralflorida,2019
4,Carlos Salaverria,OF,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/carlossalaverriar35c,carlossalaverriar35c,Central Florida,2018-19,div1,collegeofcentralflorida,2019
6,Myles Colangelo,2B,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/mylescolangelovq98,mylescolangelovq98,Central Florida,2018-19,div1,collegeofcentralflorida,2019
7,Zach West,2B/OF,So.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/zachwestiu8u,zachwestiu8u,Central Florida,2018-19,div1,collegeofcentralflorida,2019
8,Andre James,3B/OF,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/andrejames2o99,andrejames2o99,Central Florida,2018-19,div1,collegeofcentralflorida,2019
9,Matthew Cedarburg,3B/2B,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/matthewcedarburgvi4j,matthewcedarburgvi4j,Central Florida,2018-19,div1,collegeofcentralflorida,2019
10,Alfredo Caraballo,LHP,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/alfredocaraballood7b,alfredocaraballood7b,Central Florida,2018-19,div1,collegeofcentralflorida,2019
11,Brendan Bell,RHP,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/brendanbellkpr4,brendanbellkpr4,Central Florida,2018-19,div1,collegeofcentralflorida,2019
12,Ricky Presno,3B,So.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/rickypresno82nq,rickypresno82nq,Central Florida,2018-19,div1,collegeofcentralflorida,2019
13,Jeremy Goins,RHP,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/jeremygoins1if5,jeremygoins1if5,Central Florida,2018-19,div1,collegeofcentralflorida,2019
14,Brenden Kudlinski,LHP,So.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/brendenkudlinskidvg5,brendenkudlinskidvg5,Central Florida,2018-19,div1,collegeofcentralflorida,2019
15,Codie Lunday,LHP,So.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/codielunday50az,codielunday50az,Central Florida,2018-19,div1,collegeofcentralflorida,2019
16,Francisco Mateo,RHP,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/franciscomateodkp5,franciscomateodkp5,Central Florida,2018-19,div1,collegeofcentralflorida,2019
17,Dylan Robinson,OF/RHP,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/dylanrobinson380l,dylanrobinson380l,Central Florida,2018-19,div1,collegeofcentralflorida,2019
20,Nolan Machibroda,1B,So.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/nolanmachibrodaswnx,nolanmachibrodaswnx,Central Florida,2018-19,div1,collegeofcentralflorida,2019
21,Tristan Rodriguez,C,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/tristanrodriguezlxq8,tristanrodriguezlxq8,Central Florida,2018-19,div1,collegeofcentralflorida,2019
23,James Nix,OF,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/jamesnixg9bl,jamesnixg9bl,Central Florida,2018-19,div1,collegeofcentralflorida,2019
24,David Mata,RHP,So.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/davidmatausqt,davidmatausqt,Central Florida,2018-19,div1,collegeofcentralflorida,2019
28,Eric Linder,RHP,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/ericlinder7wyl,ericlinder7wyl,Central Florida,2018-19,div1,collegeofcentralflorida,2019
31,Christian Rivera,C,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/christianriverapi09,christianriverapi09,Central Florida,2018-19,div1,collegeofcentralflorida,2019
34,Brandon Knarr,LHP,So.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/brandonknarrp144,brandonknarrp144,Central Florida,2018-19,div1,collegeofcentralflorida,2019
36,Oliver Regalado,SS,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/oliverregalado6k1x,oliverregalado6k1x,Central Florida,2018-19,div1,collegeofcentralflorida,2019
38,Ryan Velasquez,RHP,So.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/ryanvelasquezanz9,ryanvelasquezanz9,Central Florida,2018-19,div1,collegeofcentralflorida,2019
39,Colton Vincent,C,Fr.,https://www.njcaa.org//sports/bsb/2018-19/div1/players/coltonvincent3wg8,coltonvincent3wg8,Central Florida,2018-19,div1,collegeofcentralflorida,2019
