No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Ethan Smith,P,SO,https://www.njcaa.org/sports/bsb/2023-24/div1/players/ethansmith5mm4,ethansmith5mm4,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
2,Matthew Brown,IF/OF,R-FR,https://www.njcaa.org/sports/bsb/2023-24/div1/players/matthewbrownke7f,matthewbrownke7f,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
3,Ethan Crouse,OF,So,https://www.njcaa.org/sports/bsb/2023-24/div1/players/ethancrousex1qc,ethancrousex1qc,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
4,Andrew Kuehn,OF,So,https://www.njcaa.org/sports/bsb/2023-24/div1/players/andrewkuehn4a2r,andrewkuehn4a2r,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
5,Hank Holdenried,P,So,https://www.njcaa.org/sports/bsb/2023-24/div1/players/hankholdenrieda58u,hankholdenrieda58u,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
6,Cooper Howell,IF,So,https://www.njcaa.org/sports/bsb/2023-24/div1/players/cooperhowell3qip,cooperhowell3qip,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
7,Nicholas Bonczkowski,OF,Fr,https://www.njcaa.org/sports/bsb/2023-24/div1/players/nicholasbonczkowski65tg,nicholasbonczkowski65tg,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
8,Dylan Block,OF,So,https://www.njcaa.org/sports/bsb/2023-24/div1/players/dylanblocklfun,dylanblocklfun,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
9,Connor Jackson,P,SO,https://www.njcaa.org/sports/bsb/2023-24/div1/players/connorjacksonejbq,connorjacksonejbq,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
10,Ryan Dickherber,OF,SO,https://www.njcaa.org/sports/bsb/2023-24/div1/players/ryandickherberswm2,ryandickherberswm2,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
11,Eddie Hacker,OF,R-FR,https://www.njcaa.org/sports/bsb/2023-24/div1/players/eddiehackersqjx,eddiehackersqjx,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
12,Jackson Podmore,C,FR,https://www.njcaa.org/sports/bsb/2023-24/div1/players/jacksonpodmoretxfu,jacksonpodmoretxfu,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
13,Bryce Louis,P,SO,https://www.njcaa.org/sports/bsb/2023-24/div1/players/brycelouiscqtt,brycelouiscqtt,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
14,Max Still,C,R-FR,https://www.njcaa.org/sports/bsb/2023-24/div1/players/maxstill1kwx,maxstill1kwx,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
15,Logan Slinkard,P,FR,https://www.njcaa.org/sports/bsb/2023-24/div1/players/loganslinkardoh8n,loganslinkardoh8n,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
16,Maison Main,P,FR,https://www.njcaa.org/sports/bsb/2023-24/div1/players/maisonmainiwxx,maisonmainiwxx,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
17,Tyler Pinkley,P,FR,https://www.njcaa.org/sports/bsb/2023-24/div1/players/tylerpinkley31do,tylerpinkley31do,St. Louis,2023-24,div1,stlouiscommunitycollege,2024
