No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Aidan Proctor,INF,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/aidanproctordu1q,aidanproctordu1q,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
2,Zandt Payne,INF,Fr,https://www.njcaa.org/sports/bsb/2021-22/div1/players/zandtpayne1t20,zandtpayne1t20,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
3,Trevor Blackwell,INF,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/trevorblackwell2ntb,trevorblackwell2ntb,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
4,Braden Dedrick,C,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/bradendedrickm3n2,bradendedrickm3n2,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
5,Cale Blasi,OF,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/caleblasi5rj7,caleblasi5rj7,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
6,Jake Miller,OF,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/jakemillerkzck,jakemillerkzck,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
7,Kyler Copeland,C,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/kylercopelandgcuv,kylercopelandgcuv,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
8,Weston Symes,INF,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/westonsymescvxw,westonsymescvxw,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
9,Camden Thrailkill,OF,Fr,https://www.njcaa.org/sports/bsb/2021-22/div1/players/camdenthrailkillkpoo,camdenthrailkillkpoo,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
10,Adam Walker,RHP,Fr,https://www.njcaa.org/sports/bsb/2021-22/div1/players/adamwalkerw7w6,adamwalkerw7w6,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
12,Jake Meents,LHP/OF,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/jakemeentsfpgt,jakemeentsfpgt,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
13,James Dunlap,INF,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/jamesdunlapmc5c,jamesdunlapmc5c,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
14,Mathis Mauldin,LHP,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/mathismauldinow2s,mathismauldinow2s,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
15,Zack Robinson,LHP,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/zackrobinsonhjf1,zackrobinsonhjf1,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
16,Nathan Szymanski,OF,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/nathanszymanskiu0x8,nathanszymanskiu0x8,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
17,Erubiel Duron,UTL,Fr,https://www.njcaa.org/sports/bsb/2021-22/div1/players/erubielduronklf8,erubielduronklf8,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
18,Caden Matlon,C,Fr,https://www.njcaa.org/sports/bsb/2021-22/div1/players/cadenmatlon5059,cadenmatlon5059,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
19,Carson Wright,INF,Fr,https://www.njcaa.org/sports/bsb/2021-22/div1/players/carsonwright7fqg,carsonwright7fqg,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
20,Justus Revill,RHP,Fr,https://www.njcaa.org/sports/bsb/2021-22/div1/players/justusrevillp5tb,justusrevillp5tb,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
21,Cooper Tomkinson,INF,Fr,https://www.njcaa.org/sports/bsb/2021-22/div1/players/coopertomkinsonlzxe,coopertomkinsonlzxe,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
22,Kory Schmidt,C/INF,So,https://www.njcaa.org/sports/bsb/2021-22/div1/players/koryschmidtogey,koryschmidtogey,Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
