No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Nasir Frederick,OF,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/nasirfrederickiapo,nasirfrederickiapo,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
2,Zach McKnight,C/INF,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/zachmcknightmwcp,zachmcknightmwcp,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
3,Tyler Montoya,,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/tylermontoyaflc1,tylermontoyaflc1,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
5,Tomas Sanchez,,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/tomassanchezr6d0,tomassanchezr6d0,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
7,Nic Nolan,INF,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/nicnolans42j,nicnolans42j,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
8,Jacob Kush,RHP,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/jacobkush65hj,jacobkush65hj,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
9,Leyton Pinckney,C,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/leytonpinckneyi549,leytonpinckneyi549,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
10,Noah Bailey,UTIL,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/noahbaileyjqo4,noahbaileyjqo4,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
11,Brock Franks,INF,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/brockfranksrzw7,brockfranksrzw7,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
12,Calvin Starnes,RHP,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/calvinstarnes19dc,calvinstarnes19dc,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
13,Brandon Riera,C,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/brandonrierac2ec,brandonrierac2ec,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
14,Trent Walker,,R-Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/trentwalkerxxbm,trentwalkerxxbm,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
16,Graham Firoved,,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/grahamfirovedmro0,grahamfirovedmro0,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
18,Mac Danford,,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/macdanfordvbok,macdanfordvbok,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
19,Calin Smith,,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/calinsmithqiuj,calinsmithqiuj,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
20,Jackson Boyd,RHP,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/jacksonboyd0omg,jacksonboyd0omg,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
21,Nick Ferrara,,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/nickferrara541b,nickferrara541b,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
22,John Michael Gillis,,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/johnmichaelgillis7r9a,johnmichaelgillis7r9a,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
23,Justice Thompson,OF,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/justicethompsonwk3i,justicethompsonwk3i,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
24,Caleb Reis,,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/calebreis9idd,calebreis9idd,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
25,Thomas Wilhite,,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/thomaswilhitev5h6,thomaswilhitev5h6,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
27,Jason Norris,,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/jasonnorrissboy,jasonnorrissboy,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
28,Blake Buckle,,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/blakebucklerx2f,blakebucklerx2f,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
29,Dylan DeLucia,RHP,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/dylandeluciay12q,dylandeluciay12q,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
30,Trace Willhoite,,Fr.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/tracewillhoite2hzx,tracewillhoite2hzx,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
35,Beck Way,,So.,https://www.njcaa.org/sports/bsb/2019-20/div1/players/beckwaystab,beckwaystab,Northwest Florida State,2019-20,div1,northwestfloridastatecollege,2020
