No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Isaiah Arnold,SS/OF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/isaiaharnoldyytl,isaiaharnoldyytl,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
2,Colby Melton,C/IF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/colbymelton5a7p,colbymelton5a7p,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
3,Carter Anderson,2B,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/carterandersonwt1e,carterandersonwt1e,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
4,Justin Russell,2B/OF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/justinrussellr8na,justinrussellr8na,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
5,Bryce Shupe,OF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/bryceshupesw6c,bryceshupesw6c,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
6,Brandon Sewell,OF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/brandonsewells9zi,brandonsewells9zi,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
7,Chandler Hyman,RHP,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/chandlerhymanksx0,chandlerhymanksx0,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
11,Bo Vickers,RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/bovickersnfs4,bovickersnfs4,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
12,Zane Folsom,1B/OF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/zanefolsomx493,zanefolsomx493,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
13,Tristain Daugherty,RHP,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/tristaindaughertyc063,tristaindaughertyc063,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
14,Blake Howell,RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/blakehowelld4ts,blakehowelld4ts,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
15,Drew Martens,LHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/drewmartensrqve,drewmartensrqve,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
17,Cody Chapman,UT/RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/codychapmanmbn9,codychapmanmbn9,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
18,Cole Garrett,RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/colegarretth4t0,colegarretth4t0,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
19,Hunter Bramlett,C,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/hunterbramlettjoo3,hunterbramlettjoo3,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
20,Brett Usry,SS,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/brettusryzsoy,brettusryzsoy,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
21,Bran Davis,OF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/brandavisoxui,brandavisoxui,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
22,Preston Sparks,RHP,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/prestonsparksmv66,prestonsparksmv66,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
23,Dalton Rentz,RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/daltonrentzs3zv,daltonrentzs3zv,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
24,Carlton Redding,LHP,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/carltonreddinga70v,carltonreddinga70v,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
27,Joel Ellis,1B/OF,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/joelellisyxh0,joelellisyxh0,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
30,Josh Jackson,1B,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/joshjackson9ny3,joshjackson9ny3,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
31,Ryan Whiting,C,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/ryanwhitinga9xl,ryanwhitinga9xl,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
32,Travis Ray,3B,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/travisray8whs,travisray8whs,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
33,Dakota Sloan,OF,So,https://www.njcaa.org/sports/bsb/2016-17/div1/players/dakotasloannsw2,dakotasloannsw2,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
34,Blake Durrence,RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/blakedurrencem363,blakedurrencem363,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
35,Max Wadsworth,RHP,Fr,https://www.njcaa.org/sports/bsb/2016-17/div1/players/maxwadsworthokmo,maxwadsworthokmo,Abraham Baldwin,2016-17,div1,abrahambaldwinagriculturalcollege,2017
