No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Chase Terrell,RHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/chaseterrellk8g4,chaseterrellk8g4,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
2,Michael Edgar,C,So,https://www.njcaa.org//sports/bsb/2019-20/div1/players/michaeledgarq41z,michaeledgarq41z,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
3,Cole Silbowski,INF,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/colesilbowski69wo,colesilbowski69wo,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
4,Griffin Everitt,C,So,https://www.njcaa.org//sports/bsb/2019-20/div1/players/griffineverittq6z2,griffineverittq6z2,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
5,Kade Chastain,INF,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/kadechastaineydb,kadechastaineydb,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
6,Seth Kenagy,INF,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/sethkenagy35z4,sethkenagy35z4,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
7,Gabriel Ramos,RHP,So,https://www.njcaa.org//sports/bsb/2019-20/div1/players/gabrielramostlc8,gabrielramostlc8,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
8,Eduardo Acosta,INF,So,https://www.njcaa.org//sports/bsb/2019-20/div1/players/eduardoacostakf84,eduardoacostakf84,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
10,Cooper Clealand,OF,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/cooperclealand11ha,cooperclealand11ha,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
11,Caleb Adams,OF,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/calebadamspz9f,calebadamspz9f,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
13,Trey Hoover,OF,So,https://www.njcaa.org//sports/bsb/2019-20/div1/players/treyhoover9wsu,treyhoover9wsu,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
14,Raymond Paniagua,OF,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/raymondpaniaguakrb6,raymondpaniaguakrb6,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
15,Palmer Hutchison,INF,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/palmerhutchisonlmht,palmerhutchisonlmht,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
16,Joseph Reyes,RHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/josephreyes4jz3,josephreyes4jz3,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
18,Osvaldo Mendez,LHP,So,https://www.njcaa.org//sports/bsb/2019-20/div1/players/osvaldomendez6qht,osvaldomendez6qht,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
19,Josiah Crowley,RHP,So,https://www.njcaa.org//sports/bsb/2019-20/div1/players/josiahcrowleyis9a,josiahcrowleyis9a,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
20,Hunter Cashero,RHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/huntercasheroi3ri,huntercasheroi3ri,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
21,Steven Santiago,RHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/stevensantiago97gj,stevensantiago97gj,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
23,Mathis Mauldin,LHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/mathismauldin3ueq,mathismauldin3ueq,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
24,Matt Fred,RHP,So,https://www.njcaa.org//sports/bsb/2019-20/div1/players/mattfredsmg0,mattfredsmg0,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
25,Zayne Morrow,INF,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/zaynemorrowrr5f,zaynemorrowrr5f,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
27,Jose Sosa,INF,So,https://www.njcaa.org//sports/bsb/2019-20/div1/players/josesosam0tk,josesosam0tk,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
28,Luis Martinez,C,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/luismartinezdmjw,luismartinezdmjw,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
30,Joey Biggs,INF,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/joeybiggsai4i,joeybiggsai4i,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
32,Jake Shafer,RHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/jakeshafermsfn,jakeshafermsfn,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
33,Logan Barnard,LHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/loganbarnardjy58,loganbarnardjy58,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
35,Tyler Kapraun,LHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/tylerkapraun5avv,tylerkapraun5avv,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
43,Sam Juarez,OF,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/samjuarezltl1,samjuarezltl1,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
44,Kevin Melendez,RHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/kevinmelendezptf3,kevinmelendezptf3,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
45,Nao Fakuda,RHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/naofakudax6lv,naofakudax6lv,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
50,Parker Weddle,RHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/parkerweddley4uu,parkerweddley4uu,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
55,Tre Simmons,LHP,Fr,https://www.njcaa.org//sports/bsb/2019-20/div1/players/tresimmonsg1lg,tresimmonsg1lg,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
66,Tyler Henry,OF,So,https://www.njcaa.org//sports/bsb/2019-20/div1/players/tylerhenry67fs,tylerhenry67fs,Kansas City Kansas,2019-20,div1,kansascitykansascommunitycollege,2020
