No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
2,Jeremy Johnson,IF,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/jeremyjohnson25kn,jeremyjohnson25kn,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
3,Cody Academia,P,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/codyacademiavphe,codyacademiavphe,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
4,David Perez III,IF,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/davidpereziii7wv7,davidpereziii7wv7,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
5,Nick Elliott,OF,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/nickelliottx052,nickelliottx052,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
6,David Montoya,IF,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/davidmontoya7gug,davidmontoya7gug,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
7,David Gunther,IF,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/davidgunther7f9v,davidgunther7f9v,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
8,Andrew Sauceda,OF,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/andrewsaucedaqt5t,andrewsaucedaqt5t,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
9,Evyn Yamaguchi,C,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/evynyamaguchigfxy,evynyamaguchigfxy,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
10,Nick Guillen,IF,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/nickguillenclxr,nickguillenclxr,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
11,Ben John,C,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/benjohnhnn7,benjohnhnn7,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
12,Kyle Wilson,P,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/kylewilsonatdw,kylewilsonatdw,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
14,Gage Lovern,OF,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/gagelovernd5ln,gagelovernd5ln,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
15,Warren McKenney,P,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/warrenmckenney7r80,warrenmckenney7r80,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
17,Isaiah Almanza,P,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/isaiahalmanza6kpv,isaiahalmanza6kpv,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
18,Tanner Fuhrmann,"P, IF",Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/tannerfuhrmannm17z,tannerfuhrmannm17z,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
20,Tyler Herndon,OF,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/tylerherndons2yf,tylerherndons2yf,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
21,Trevor Tait,P,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/trevortaitdvm2,trevortaitdvm2,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
22,Parker Longfield,P,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/parkerlongfield1dx1,parkerlongfield1dx1,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
23,Andrew Ornelas,P,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/andrewornelast09w,andrewornelast09w,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
24,Justin Phillips,P,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/justinphillipsoxa8,justinphillipsoxa8,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
25,Lucas Jensen,IF,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/lucasjensenu28j,lucasjensenu28j,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
26,Austin Hicks,OF,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/austinhickstwxe,austinhickstwxe,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
28,Alex Blair,P,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/alexblair3csv,alexblair3csv,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
29,Clint Hayes,P,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/clinthayesj7aw,clinthayesj7aw,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
30,Jeremiah Moeller,C,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/jeremiahmoellertlxr,jeremiahmoellertlxr,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
31,Brady O'Keefe,P,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/bradyokeefeupl4,bradyokeefeupl4,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
32,Cameron Weinberg,P,So,https://www.njcaa.org//sports/bsb/2014-15/div1/players/cameronweinbergvhmg,cameronweinbergvhmg,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
33,Jacob Lawson,P,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/jacoblawsonn4nd,jacoblawsonn4nd,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
34,Nick Gurevitz,P,Fr,https://www.njcaa.org//sports/bsb/2014-15/div1/players/nickgurevitzl49x,nickgurevitzl49x,Eastern Arizona,2014-15,div1,easternarizonacollege,2015
