No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
2,Brayden Gainey,P/IF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/braydengaineyykss,braydengaineyykss,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
3,Austin Embrey,C/P,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/austinembreyjcch,austinembreyjcch,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
5,Dallen Leach,C,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/dallenleach6dpn,dallenleach6dpn,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
6,Holden Lazarus,OF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/holdenlazarus0b0x,holdenlazarus0b0x,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
7,Barrett Johnston,IF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/barrettjohnstonss6k,barrettjohnstonss6k,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
9,Colton Hipp,SS,So,https://www.njcaa.org/sports/bsb/2020-21/div1/players/coltonhippjs9n,coltonhippjs9n,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
10,Tyler Borges,IF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/tylerborgesgnp5,tylerborgesgnp5,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
11,Michael Morse,P,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/michaelmorse11w6,michaelmorse11w6,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
12,Andrew Alise,IF/OF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/andrewalise1d2d,andrewalise1d2d,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
14,Mitch Landon,Of,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/mitchlandon1t7f,mitchlandon1t7f,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
16,Josiah Miller,IF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/josiahmillerxkow,josiahmillerxkow,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
17,Jon Allen,P,So,https://www.njcaa.org/sports/bsb/2020-21/div1/players/jonallenep0c,jonallenep0c,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
18,Max Ryerson,1B/OF,So,https://www.njcaa.org/sports/bsb/2020-21/div1/players/maxryersonzf4p,maxryersonzf4p,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
19,Skyler Brown,P,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/skylerbrownnwap,skylerbrownnwap,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
21,Mason Smith,OF/P,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/masonsmithucjr,masonsmithucjr,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
22,Avery Stephens,P,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/averystephenssa0f,averystephenssa0f,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
23,Justin Kelley,OF/1B,So,https://www.njcaa.org/sports/bsb/2020-21/div1/players/justinkelley105o,justinkelley105o,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
24,Laiten Hudson,P,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/laitenhudsonvrzw,laitenhudsonvrzw,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
25,Tyler Petersen,P,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/tylerpetersen83fs,tylerpetersen83fs,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
26,Sean Bencosme,P/IF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/seanbencosmeihkm,seanbencosmeihkm,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
27,Parker Wakeman,P/OF,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/parkerwakemangc4z,parkerwakemangc4z,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
28,Glenn Simes,P,Fr,https://www.njcaa.org/sports/bsb/2020-21/div1/players/glennsimestrmr,glennsimestrmr,Gulf Coast State,2020-21,div1,gulfcoaststatecollege,2021
