No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
2,Ty Boedeker,OF,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/tyboedekerz4u3,tyboedekerz4u3,Galveston,2018-19,div1,galvestoncollege,2019
3,Kyle Wheeler,OF,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/kylewheelerq6lt,kylewheelerq6lt,Galveston,2018-19,div1,galvestoncollege,2019
4,Gus Wilson,INF,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/guswilsonm4pr,guswilsonm4pr,Galveston,2018-19,div1,galvestoncollege,2019
5,Robert Aquino,INF,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/robertaquinoj79x,robertaquinoj79x,Galveston,2018-19,div1,galvestoncollege,2019
6,Rhys Cratty,INF,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/rhyscratty87n5,rhyscratty87n5,Galveston,2018-19,div1,galvestoncollege,2019
7,Edgardo Jurado,C,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/edgardojuradofwqo,edgardojuradofwqo,Galveston,2018-19,div1,galvestoncollege,2019
8,Marcos Vasquez,INF,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/marcosvasquezd3rc,marcosvasquezd3rc,Galveston,2018-19,div1,galvestoncollege,2019
9,Ian Matos,OF,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/ianmatosg9np,ianmatosg9np,Galveston,2018-19,div1,galvestoncollege,2019
10,Gabriel Arroyo,OF,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/gabrielarroyor29r,gabrielarroyor29r,Galveston,2018-19,div1,galvestoncollege,2019
11,Jaycob Deese,RHP,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/jaycobdeeseokid,jaycobdeeseokid,Galveston,2018-19,div1,galvestoncollege,2019
13,Erik Hernandez,C,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/erikhernandezbd2p,erikhernandezbd2p,Galveston,2018-19,div1,galvestoncollege,2019
15,Corbin Vines,INF,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/corbinvinesmfzr,corbinvinesmfzr,Galveston,2018-19,div1,galvestoncollege,2019
16,Charles Peacock,RHP,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/charlespeacock58qa,charlespeacock58qa,Galveston,2018-19,div1,galvestoncollege,2019
17,Roberto Gonzalez,INF,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/robertogonzalez32e6,robertogonzalez32e6,Galveston,2018-19,div1,galvestoncollege,2019
18,Andres Carrillo,C,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/andrescarrillorz01,andrescarrillorz01,Galveston,2018-19,div1,galvestoncollege,2019
19,Jacob Potter,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/jacobpotterdq06,jacobpotterdq06,Galveston,2018-19,div1,galvestoncollege,2019
20,Jordan Lohse,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/jordanlohsebo0d,jordanlohsebo0d,Galveston,2018-19,div1,galvestoncollege,2019
21,Dontavious Dickey,OF,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/dontaviousdickey315m,dontaviousdickey315m,Galveston,2018-19,div1,galvestoncollege,2019
22,Jared Adams,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/jaredadamso3uj,jaredadamso3uj,Galveston,2018-19,div1,galvestoncollege,2019
23,Jacob Juminez,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/jacobjuminezg6nk,jacobjuminezg6nk,Galveston,2018-19,div1,galvestoncollege,2019
24,Jonathan Krueger,LHP,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/jonathankrueger5icy,jonathankrueger5icy,Galveston,2018-19,div1,galvestoncollege,2019
25,Vladimir Susana,OF,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/vladimirsusanaydal,vladimirsusanaydal,Galveston,2018-19,div1,galvestoncollege,2019
26,Connor Christian,LHP,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/connorchristianoqha,connorchristianoqha,Galveston,2018-19,div1,galvestoncollege,2019
28,Pierre Avoine,INF/RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/pierreavoinetvhs,pierreavoinetvhs,Galveston,2018-19,div1,galvestoncollege,2019
29,Kurt Dillon,RHP,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/kurtdillonqc5q,kurtdillonqc5q,Galveston,2018-19,div1,galvestoncollege,2019
30,Bradley Ely,RHP,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/bradleyelyriuv,bradleyelyriuv,Galveston,2018-19,div1,galvestoncollege,2019
31,Ryan Kubosh,LHP,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/ryankuboshs3j2,ryankuboshs3j2,Galveston,2018-19,div1,galvestoncollege,2019
32,Jordan Lansford,RHP,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/jordanlansfordg91z,jordanlansfordg91z,Galveston,2018-19,div1,galvestoncollege,2019
33,Ryan Ragsdale,INF,So,https://www.njcaa.org/sports/bsb/2018-19/div1/players/ryanragsdalebwux,ryanragsdalebwux,Galveston,2018-19,div1,galvestoncollege,2019
34,Harold Chirinos,RHP,Fr,https://www.njcaa.org/sports/bsb/2018-19/div1/players/haroldchirinosjcp3,haroldchirinosjcp3,Galveston,2018-19,div1,galvestoncollege,2019
