No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Brian Brooker,INF,So,https://www.njcaa.org/sports/bsb/2015-16/div1/players/brianbrookerrmri,brianbrookerrmri,Daytona State,2015-16,div1,daytonastatecollege,2016
2,Trey Hester,INF,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/treyhestereh9g,treyhestereh9g,Daytona State,2015-16,div1,daytonastatecollege,2016
3,Jake Rothwell,RHP,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/jakerothwellig0p,jakerothwellig0p,Daytona State,2015-16,div1,daytonastatecollege,2016
4,Alex Hendricks,OF,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/alexhendricks17av,alexhendricks17av,Daytona State,2015-16,div1,daytonastatecollege,2016
5,Garrett Vathroder,RHP,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/garrettvathroderrs66,garrettvathroderrs66,Daytona State,2015-16,div1,daytonastatecollege,2016
6,Michael Hall,INF,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/michaelhallt9jz,michaelhallt9jz,Daytona State,2015-16,div1,daytonastatecollege,2016
7,Gage Hutchinson,RHP,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/gagehutchinsonim9p,gagehutchinsonim9p,Daytona State,2015-16,div1,daytonastatecollege,2016
8,Dalyn Jones,OF,So,https://www.njcaa.org/sports/bsb/2015-16/div1/players/dalynjones3fun,dalynjones3fun,Daytona State,2015-16,div1,daytonastatecollege,2016
9,Nico Torino,INF,So,https://www.njcaa.org/sports/bsb/2015-16/div1/players/nicotorinovamu,nicotorinovamu,Daytona State,2015-16,div1,daytonastatecollege,2016
10,Austin Barnes,C,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/austinbarnest143,austinbarnest143,Daytona State,2015-16,div1,daytonastatecollege,2016
11,Tyler Barron,INF,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/tylerbarronihxw,tylerbarronihxw,Daytona State,2015-16,div1,daytonastatecollege,2016
12,Matt Swiderski,1B,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/mattswiderski563u,mattswiderski563u,Daytona State,2015-16,div1,daytonastatecollege,2016
13,Joe Shue,C,So,https://www.njcaa.org/sports/bsb/2015-16/div1/players/joeshue4wul,joeshue4wul,Daytona State,2015-16,div1,daytonastatecollege,2016
14,Jason Baita,INF/RHP,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/jasonbaitaisfc,jasonbaitaisfc,Daytona State,2015-16,div1,daytonastatecollege,2016
15,Dylan Pate,RHP,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/dylanpate5e6y,dylanpate5e6y,Daytona State,2015-16,div1,daytonastatecollege,2016
17,Stephen Gogreve,OF,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/stephengogrevehx22,stephengogrevehx22,Daytona State,2015-16,div1,daytonastatecollege,2016
18,Wyatt Wade,RHP,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/wyattwadefv6k,wyattwadefv6k,Daytona State,2015-16,div1,daytonastatecollege,2016
19,Tivon Faneyte,OF,So,https://www.njcaa.org/sports/bsb/2015-16/div1/players/tivonfaneytew7ab,tivonfaneytew7ab,Daytona State,2015-16,div1,daytonastatecollege,2016
20,Drew Peden,RHP,So,https://www.njcaa.org/sports/bsb/2015-16/div1/players/drewpedenw22q,drewpedenw22q,Daytona State,2015-16,div1,daytonastatecollege,2016
22,Luke Dill,RHP,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/lukedillxcpx,lukedillxcpx,Daytona State,2015-16,div1,daytonastatecollege,2016
23,Justin Franklin,1B,So,https://www.njcaa.org/sports/bsb/2015-16/div1/players/justinfrankliny3sr,justinfrankliny3sr,Daytona State,2015-16,div1,daytonastatecollege,2016
24,Jon Koski,RHP,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/jonkoski4omu,jonkoski4omu,Daytona State,2015-16,div1,daytonastatecollege,2016
25,RJ Ball,C,Fr,https://www.njcaa.org/sports/bsb/2015-16/div1/players/rjbally5zk,rjbally5zk,Daytona State,2015-16,div1,daytonastatecollege,2016
