No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
0,Lenny Walker,OF,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/lennywalker71xu,lennywalker71xu,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
1,Paul Bryniarski,OF,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/paulbryniarski6lx8,paulbryniarski6lx8,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
2,Connor Hughes,OF,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/connorhugheshwri,connorhugheshwri,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
3,Ian Raidy,INF,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/ianraidytoz5,ianraidytoz5,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
4,Jacob Nelson,RHP,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/jacobnelsonv1rn,jacobnelsonv1rn,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
5,Brandon Pollock,INF,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/brandonpollockofjh,brandonpollockofjh,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
6,Blake Porter,OF,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/blakeporternvsb,blakeporternvsb,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
8,Nick Lacayo,C,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/nicklacayo3n33,nicklacayo3n33,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
9,Carson Burton,1B,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/carsonburtonn1sk,carsonburtonn1sk,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
10,Kobie Foppe,INF,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/kobiefoppeutco,kobiefoppeutco,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
11,Keegan McCarville,RHP,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/keeganmccarvillenpog,keeganmccarvillenpog,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
12,Blake Nelson,INF,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/blakenelson562y,blakenelson562y,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
14,Aaron Stretch,LHP,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/aaronstretchnlzw,aaronstretchnlzw,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
15,Jordan Rathbone,C/OF,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/jordanrathboneuw4q,jordanrathboneuw4q,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
18,Ryan Saltonstall,LHP/OF,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/ryansaltonstallf1r5,ryansaltonstallf1r5,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
19,Justin Wick,LHP,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/justinwickhfzy,justinwickhfzy,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
20,Eric Schwalbe,INF/RHP,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/ericschwalbevyhd,ericschwalbevyhd,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
21,Derick Almonte,INF,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/derickalmonte65op,derickalmonte65op,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
24,Marques Paige,INF,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/marquespaigev675,marquespaigev675,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
25,Toi Moyer,C,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/toimoyerpx7n,toimoyerpx7n,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
26,Connor Deeds,RHP,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/connordeedsjbja,connordeedsjbja,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
27,Jimmy Dobrash,RHP,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/jimmydobrash2v52,jimmydobrash2v52,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
28,Jesse Schmit,RHP,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/jesseschmith1w4,jesseschmith1w4,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
29,Jacob Stobart,LHP,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/jacobstobartyhoq,jacobstobartyhoq,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
30,Tony Sepulveda,RHP,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/tonysepulvedavwlv,tonysepulvedavwlv,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
31,Justin Hammergren,LHP,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/justinhammergrenq2oa,justinhammergrenq2oa,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
32,Sam Powers,INF,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/sampowers492b,sampowers492b,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
33,Adrian Martinez,OF,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/adrianmartinezn476,adrianmartinezn476,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
34,Pono Anderson,RHP,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/ponoandersongvfz,ponoandersongvfz,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
35,Alonso Bibiano,OF,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/alonsobibianoh3dk,alonsobibianoh3dk,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
42,Kaleb Honea,RHP,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/kalebhoneaj0sy,kalebhoneaj0sy,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
43,Chase Ottofy,RHP,Fr,https://www.njcaa.org//sports/bsb/2016-17/div1/players/chaseottofy8bot,chaseottofy8bot,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
44,Brady Tedesco,LHP,So,https://www.njcaa.org//sports/bsb/2016-17/div1/players/bradytedescobz4b,bradytedescobz4b,South Mountain,2016-17,div1,southmountaincommunitycollege,2017
