No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
2,Ellis Kelly,SS,So,https://www.njcaa.org/sports/bsb/2014-15/div1/players/elliskellyuob7,elliskellyuob7,Lamar,2014-15,div1,lamarcommunitycollege,2015
3,Luke Stratman,INF,So,https://www.njcaa.org/sports/bsb/2014-15/div1/players/lukestratman13of,lukestratman13of,Lamar,2014-15,div1,lamarcommunitycollege,2015
4,Donny Ortiz,2B,Fr,https://www.njcaa.org/sports/bsb/2014-15/div1/players/donnyortizqlzf,donnyortizqlzf,Lamar,2014-15,div1,lamarcommunitycollege,2015
5,Teague McFadden,LHP,So,https://www.njcaa.org/sports/bsb/2014-15/div1/players/teaguemcfaddenhgnb,teaguemcfaddenhgnb,Lamar,2014-15,div1,lamarcommunitycollege,2015
6,Marcus Wirth,OF,So,https://www.njcaa.org/sports/bsb/2014-15/div1/players/marcuswirthsydi,marcuswirthsydi,Lamar,2014-15,div1,lamarcommunitycollege,2015
7,Zach Hinojos,C,So,https://www.njcaa.org/sports/bsb/2014-15/div1/players/zachhinojos09k2,zachhinojos09k2,Lamar,2014-15,div1,lamarcommunitycollege,2015
8,Nate Dominguez,RHP,So,https://www.njcaa.org/sports/bsb/2014-15/div1/players/natedominguezgk3c,natedominguezgk3c,Lamar,2014-15,div1,lamarcommunitycollege,2015
9,Ambrose Romero,C,Fr,https://www.njcaa.org/sports/bsb/2014-15/div1/players/ambroseromero6llk,ambroseromero6llk,Lamar,2014-15,div1,lamarcommunitycollege,2015
10,Lalo Porras,INF/P,Fr,https://www.njcaa.org/sports/bsb/2014-15/div1/players/laloporras4z81,laloporras4z81,Lamar,2014-15,div1,lamarcommunitycollege,2015
11,Kevin McCall,LHP,So,https://www.njcaa.org/sports/bsb/2014-15/div1/players/kevinmccallj599,kevinmccallj599,Lamar,2014-15,div1,lamarcommunitycollege,2015
12,Luis Hernandez,1B,So,https://www.njcaa.org/sports/bsb/2014-15/div1/players/luishernandez7r1z,luishernandez7r1z,Lamar,2014-15,div1,lamarcommunitycollege,2015
13,Walker Williams,LHP,So,https://www.njcaa.org/sports/bsb/2014-15/div1/players/walkerwilliamsveuz,walkerwilliamsveuz,Lamar,2014-15,div1,lamarcommunitycollege,2015
