No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
1,Tucker Allen,IF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div1/players/tuckerallenena8,tuckerallenena8,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
2,Collin Coker,OF/IF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div1/players/collincokerox0f,collincokerox0f,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
3,AJ Smith,OF,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/ajsmith3xzv,ajsmith3xzv,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
4,Hunter Smith,OF/RHP,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/huntersmithf7c7,huntersmithf7c7,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
5,Derek Hernandez,IF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div1/players/derekhernandezulmg,derekhernandezulmg,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
6,Rafael Capistran,OF/RHP,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/rafaelcapistran70sf,rafaelcapistran70sf,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
8,JJ Bush,IF,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/jjbushpc1l,jjbushpc1l,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
9,Keaten Hawk,OF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div1/players/keatenhawk2h3q,keatenhawk2h3q,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
10,Coy Pierce,C/IF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div1/players/coypiercemz4a,coypiercemz4a,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
11,Kamron Snodgrass,RHP,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/kamronsnodgrassy9vm,kamronsnodgrassy9vm,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
12,Cooper Hill,IF,Fr,https://www.njcaa.org/sports/bsb/2022-23/div1/players/cooperhillwhft,cooperhillwhft,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
13,Jake Rabe,IF,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/jakeraber6kk,jakeraber6kk,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
15,Carter Heinrich,C,Fr,https://www.njcaa.org/sports/bsb/2022-23/div1/players/carterheinrich7hbh,carterheinrich7hbh,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
17,Noah Krieger,RHP,Fr,https://www.njcaa.org/sports/bsb/2022-23/div1/players/noahkriegerqlf1,noahkriegerqlf1,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
18,Brayden Evans,1B/OF,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/braydenevansak7z,braydenevansak7z,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
20,Tyler Byrd,C,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/tylerbyrdct7q,tylerbyrdct7q,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
21,Blaise Wilcenski,RHP,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/blaisewilcenskipv26,blaisewilcenskipv26,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
22,Kade Reynolds,RHP,Fr,https://www.njcaa.org/sports/bsb/2022-23/div1/players/kadereynoldsyxa1,kadereynoldsyxa1,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
23,Jordan McCladdie,OF,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/jordanmccladdie874q,jordanmccladdie874q,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
24,Mohamed Harati,RHP,So,https://www.njcaa.org/sports/bsb/2022-23/div1/players/mohamedharatija6d,mohamedharatija6d,Wharton County,2022-23,div1,whartoncountyjuniorcollege,2023
